-0.158329	2.37453	2.37453	2	5
0.0491154	2.53289	2.53289	2	5
0.241195	2.67915	2.67915	2	5
0.418752	2.81402	2.81402	2	5
0.582633	2.93823	2.93823	2	5
0.733682	3.05248	3.05248	2	5
0.872728	3.15747	3.15747	2	5
1.00058	3.25386	3.25386	2	5
1.11801	3.34228	3.34228	2	5
1.22576	3.42333	3.42333	2	5
1.32456	3.49756	3.49756	2	5
1.41506	3.56551	3.56551	2	5
1.49792	3.62767	3.62767	2	5
1.57371	3.68451	3.68451	2	5
1.64302	3.73646	3.73646	2	5
1.70634	3.78391	3.78391	2	5
1.76418	3.82724	3.82724	2	5
1.81699	3.86679	3.86679	2	5
1.86518	3.90288	3.90288	2	5
1.90914	3.93579	3.93579	2	5
1.93853	3.9578	3.9578	2	5
1.95815	3.97249	3.97249	2	5
1.97126	3.9823	3.9823	2	5
1.98	3.98884	3.98884	2	5
1.98583	3.99E+000	3.99E+000	2	5
1.98972	4.00E+000	4.00E+000	2	5
1.99231	4.00E+000	4.00E+000	2	5
1.9936	4.00E+000	4.00E+000	2	5
1.9949	4.00E+000	4.00E+000	2	5
1.9949 4 4 2 5 
1.9962 4.00097 4.00097 2 5 
1.9975 4.00194 4.00194 2 5 
2.00009 4.00388 4.00388 2 5 
2.00398 4.0068 4.0068 2 5 
2.00982 4.01117 4.01117 2 5 
2.01859 4.01773 4.01773 2 5 
2.03175 4.02758 4.02758 2 5 
2.05151 4.04238 4.04238 2 5 
2.08121 4.06461 4.06461 2 5 
2.12587 4.09805 4.09805 2 5 
2.17517 4.13496 4.13496 2 5 
2.22959 4.17571 4.17571 2 5 
2.28969 4.22072 4.22072 2 5 
2.35609 4.27047 4.27047 2 5 
2.42948 4.32546 4.32546 2 5 
2.5106 4.38629 4.38629 2 5 
2.60031 4.45361 4.45361 2 5 
2.69955 4.52816 4.52816 2 5 
2.80934 4.61075 4.61075 2 5 
2.93082 4.7023 4.7023 2 5 
3.06519 4.80382 4.80382 2 5 
3.21367 4.91639 4.91639 2 5 
3.37744 5.04114 5.04114 2 5 
3.55733 5.17907 5.17907 2 5 
3.75337 5.33072 5.33072 2 5 
3.94479 5.48056 5.48056 2 5 
4.12746 5.6257 5.6257 2 5 
4.29573 5.76186 5.76186 2 5 
4.44315 5.88381 5.88381 2 5 
4.56438 5.98667 5.98667 2 5 
4.65724 6.06774 6.06774 2 5 
4.72307 6.12697 6.12697 2 5 
4.76532 6.16622 6.16622 2 5 
4.78809 6.18806 6.18806 2 5 
4.79515 6.19503 6.19503 2 5 
4.78682 6.18637 6.18637 2 5 
4.76163 6.15916 6.15916 2 5 
4.71945 6.11137 6.11137 2 5 
4.66027 6.04066 6.04066 2 5 
4.58512 5.94537 5.94537 2 5 
4.50224 5.83341 5.83341 2 5 
4.41426 5.70656 5.70656 2 5 
4.32316 5.56609 5.56609 2 5 
4.23045 5.41286 5.41286 2 5 
4.13733 5.24745 5.24745 2 5 
4.04478 5.07021 5.07021 2 5 
3.95358 4.88133 4.88133 2 5 
3.86443 4.68085 4.68085 2 5 
3.77789 4.4687 4.4687 2 5 
3.69449 4.2447 4.2447 2 5 
3.61467 4.00863 4.00863 2 5 
3.53887 3.7602 3.7602 2 5 
3.46746 3.49913 3.49913 2 5 
3.40081 3.22512 3.22512 2 5 
3.33925 2.93797 2.93797 2 5 
3.2831 2.63755 2.63755 2 5 
3.23265 2.32386 2.32386 2 5 
3.18814 1.99713 1.99713 2 5 
3.14977 1.65779 1.65779 2 5 
3.11769 1.30652 1.30652 2 5 
3.09198 0.94428 0.94428 2 5 
3.07264 0.572272 0.572272 2 5 
3.05958 0.19191 0.19191 2 5 
3.05264 -0.195231 -0.195231 2 5 
3.05132 -0.460616 -0.460616 2 5 
3.05412 -0.855366 -0.855366 2 5 
3.06232 -1.2524 -1.2524 2 5 
3.07555 -1.6501 -1.6501 2 5 
3.09345 -2.04694 -2.04694 2 5 
3.11563 -2.44152 -2.44152 2 5 
3.14171 -2.83256 -2.83256 2 5 
3.17133 -3.21887 -3.21887 2 5 
3.20413 -3.59937 -3.59937 2 5 
3.23976 -3.97305 -3.97305 2 5 
3.27788 -4.33896 -4.33896 2 5 
3.31817 -4.69614 -4.69614 2 5 
3.3603 -5.04367 -5.04367 2 5 
3.40395 -5.38058 -5.38058 2 5 
3.44876 -5.70583 -5.70583 2 5 
3.49438 -6.0183 -6.0183 2 5 
3.54042 -6.31674 -6.31674 2 5 
3.58642 -6.59972 -6.59972 2 5 
3.63188 -6.86557 -6.86557 2 5 
3.6762 -7.11233 -7.11233 2 5 
3.71864 -7.33766 -7.33766 2 5 
3.75832 -7.53872 -7.53872 2 5 
3.79413 -7.71204 -7.71204 2 5 
3.82468 -7.85334 -7.85334 2 5 
3.84819 -7.9574 -7.9574 2 5 
3.86245 -8.0179 -8.0179 2 5 
3.86552 -8.03045 -8.03045 2 5 
3.85792 -8.00078 -8.00078 2 5 
3.8333 -7.90799 -7.90799 2 5 
3.78933 -7.74832 -7.74832 2 5 
3.72553 -7.52429 -7.52429 2 5 
3.64387 -7.24584 -7.24584 2 5 
3.54831 -6.92765 -6.92765 2 5 
3.44335 -6.58463 -6.58463 2 5 
3.33292 -6.22882 -6.22882 2 5 
3.22001 -5.86863 -5.86863 2 5 
3.10666 -5.50951 -5.50951 2 5 
2.99422 -5.15483 -5.15483 2 5 
2.88357 -4.80662 -4.80662 2 5 
2.77523 -4.46605 -4.46605 2 5 
2.66955 -4.13379 -4.13379 2 5 
2.5667 -3.81021 -3.81021 2 5 
2.46677 -3.49547 -3.49547 2 5 
2.36978 -3.18966 -3.18966 2 5 
2.27572 -2.89281 -2.89281 2 5 
2.18454 -2.60493 -2.60493 2 5 
2.09618 -2.32606 -2.32606 2 5 
2.01055 -2.05626 -2.05626 2 5 
1.92758 -1.79564 -1.79564 2 5 
1.84718 -1.54438 -1.54438 2 5 
1.76926 -1.30277 -1.30277 2 5 
1.69374 -1.07121 -1.07121 2 5 
